test_score,family_income,enrolled,graduated_college,round_test_score
-10.68653,-42761.72,0,0,-11
-3.690018,267078.9,0,0,-4
.9796143,164089.4,1,0,0
-6.946083,482480.9,0,0,-7
-16.85778,-254668.9,0,0,-17
-11.99774,297626,0,1,-12
10.47247,360744.2,1,0,10
-14.80545,165161.4,0,1,-15
-1.282677,-97416.92,0,1,-2
-24.81852,-322613,0,1,-25
-44.74974,397309.5,0,1,-45
-8.079674,-3664.368,1,1,-9
-3.994171,-234062.9,0,1,-4
-36.09142,200239.1,1,1,-37
5.17263,93423.1,1,1,5
-16.91657,553857.1,1,0,-17
-2.040169,67294.54,0,1,-3
-5.397072,172891.5,1,0,-6
2.850243,356828.7,1,0,2
-20.62214,57619.69,0,0,-21
-5.503036,75679.4,0,1,-6
14.51802,797463.6,1,1,14
15.87188,106876.1,0,1,15
-14.74315,204141.3,0,0,-15
-21.13389,259081.4,1,1,-22
-13.42197,-76997.9,0,0,-14
3.757431,310440.8,0,1,3
10.4395,413564.3,0,0,10
-2.245834,111508,1,1,-3
27.25259,456458,1,1,27
1.374413,291901.5,0,1,1
3.006531,235933,1,1,3
-10.32496,78463.16,0,0,-11
-8.045158,282590.1,0,0,-9
-3.520195,340671.2,1,1,-4
21.58775,-85140.23,1,1,21
23.95146,25830.46,1,1,23
8.119667,46427.04,1,1,8
-14.79774,-9099.965,0,1,-15
-27.30489,59495.93,0,0,-28
-6.19178,1231042,1,0,-7
-3.420364,761817.5,0,0,-4
1.764442,408367.8,1,0,1
1.320122,692104,0,0,1
-22.75147,103911,0,1,-23
7.613617,312183.1,1,1,7
-7.619438,295479.9,0,0,-8
-1.5961,-215200.3,1,0,-2
-6.099586,-72684.93,0,0,-7
6.391922,-135596,1,1,6
-.8700867,-182924,0,0,-1
-5.833954,-81774.42,1,0,-6
-26.27156,587679.8,1,0,-27
6.413437,155574.7,1,0,6
-44.28268,-118662.5,0,1,-45
-9.79604,-74344.52,1,0,-10
10.5481,732577.9,0,1,10
3.29232,316729.7,1,1,3
-14.19107,193071.8,0,1,-15
-9.193985,330514.8,0,1,-10
1.176117,251784.6,1,1,1
6.137535,758653.4,1,1,6
16.26664,-36300.04,1,1,16
5.009422,149324,0,0,5
-7.628426,-53725.73,0,1,-8
-16.56077,189570.8,1,0,-17
-9.0341,222007.5,1,1,-10
-10.26227,-347398.6,0,0,-11
-29.97821,-56573.89,1,0,-30
12.7054,531828.4,1,1,12
-16.61684,197878.4,1,1,-17
-16.78045,183997.4,1,0,-17
-2.728058,-244720.9,1,0,-3
4.824715,-8845.775,1,1,4
28.16183,224623.3,1,0,28
-25.77678,-42594.71,0,1,-26
-10.38482,-72759.34,1,1,-11
-4.261322,183634.3,0,1,-5
-13.53479,123126.9,0,0,-14
-18.46505,68338.78,0,0,-19
9.349686,529378.5,1,1,9
-23.9991,361766.4,0,0,-24
10.17702,158024.8,1,1,10
-18.4644,149946.9,0,1,-19
-14.68328,-463422.1,0,1,-15
-16.72298,324497.1,0,1,-17
10.33014,352595.6,1,1,10
-2.351288,432858.7,0,0,-3
-6.632416,-442665.2,1,0,-7
-15.31917,749061.9,1,1,-16
-33.08859,-144446.1,0,0,-34
-23.14812,-294295.1,1,1,-24
-15.25844,314371.2,0,1,-16
-.2550201,272083.5,1,1,-1
-7.351944,-220975.3,0,0,-8
-14.86961,383673.4,1,1,-15
5.24247,128577.2,1,1,5
-14.32991,201824.4,1,1,-15
-42.53482,-263739.5,0,0,-43
-5.233521,-295925.3,0,1,-6
-5.35318,415485.8,0,1,-6
4.556755,220912.7,1,1,4
-11.46705,24713.82,1,0,-12
2.723511,632727.1,1,1,2
-10.14944,365452.3,0,0,-11
-29.30021,86612.51,0,1,-30
-27.33641,473618.1,1,0,-28
-15.2999,384987.5,0,1,-16
-.3335114,123548,1,1,-1
-20.38104,-176810.8,0,1,-21
-2.873894,20586.11,1,0,-3
11.07305,486274.5,1,0,11
.5592575,-136655.3,0,0,0
-3.446007,104004.8,0,1,-4
7.621414,179253,1,0,7
.5209503,12260.06,1,1,0
10.40897,359354.9,1,0,10
-13.421,214447.5,0,1,-14
1.801796,69632.4,1,0,1
16.66502,62785.08,1,1,16
-16.69227,418622.5,0,0,-17
3.956802,-73716.97,0,1,3
-4.555038,542090.9,1,0,-5
-16.11287,-357218.8,1,1,-17
-9.589828,670566.3,0,0,-10
-25.68553,699640.4,0,1,-26
-17.7994,-67597.16,0,0,-18
-7.031967,360371.3,0,1,-8
-3.22084,92157.63,0,0,-4
-22.73645,-488208.2,0,0,-23
32.3653,-115847.9,1,1,32
-16.99611,30591,0,0,-17
-6.724342,118720.9,0,1,-7
-24.83569,-164252.5,0,1,-25
-2.464523,379070.5,1,0,-3
-.0452499,15815.51,1,0,-1
18.28959,157871.4,1,1,18
-17.11222,5057.597,0,0,-18
-.2140961,-369586.4,1,1,-1
-8.415829,847023.6,0,1,-9
15.04641,-53975.78,1,1,15
5.930031,182046.7,1,1,5
-8.275043,62103.05,0,1,-9
-5.742714,-2142.034,0,1,-6
-5.375244,74329.2,0,0,-6
4.797302,501135.3,1,1,4
-9.090736,638007.6,0,0,-10
-12.17757,387927.8,1,0,-13
-6.282547,42202.18,1,0,-7
-20.36997,102507.3,1,1,-21
-29.77382,594399.3,0,0,-30
-22.97185,565690.8,0,1,-23
-4.806778,169865.5,0,0,-5
-22.09526,356997.5,0,0,-23
-20.95323,-162175.6,0,1,-21
24.89576,676914.8,1,1,24
-9.751827,110920.1,1,1,-10
-20.06485,117671.9,0,0,-21
-6.23362,473497.8,0,1,-7
-17.81956,106364.6,0,0,-18
-25.0084,612222.8,0,1,-26
-13.13477,-12094.23,0,1,-14
4.625366,457964.4,1,1,4
3.462646,523170.4,1,0,3
-4.247047,202997.6,0,0,-5
1.546112,-153115.9,1,1,1
2.794891,399865.8,1,1,2
2.038467,312296.9,1,0,2
4.068802,246428.1,0,1,4
10.17172,284388.8,1,1,10
-7.845337,562513.5,0,0,-8
-10.28302,109179.7,1,1,-11
11.13232,-223271,1,1,11
-6.363312,155926.5,1,1,-7
-15.49746,772907.6,1,1,-16
24.76083,-19718.35,1,1,24
-4.675171,154276.7,1,1,-5
-26.69371,-242906.3,0,0,-27
-26.37943,471497.6,0,0,-27
-6.300522,-138555.9,0,1,-7
-7.53569,247961.3,0,1,-8
-26.11274,-266264.1,0,0,-27
12.13931,960352.9,1,1,12
-26.69426,-68354.41,0,1,-27
-2.182297,-127456.9,0,1,-3
15.99883,381200.5,1,1,15
10.07079,-212439.1,1,0,10
-14.59069,905482.2,0,0,-15
-8.960255,448024.8,1,1,-9
-38.51898,347390.1,0,1,-39
6.541908,-198201.1,1,1,6
7.247849,108278.2,1,1,7
-12.66168,34224.28,1,1,-13
-2.235237,455287.3,1,1,-3
-11.44078,-149786.2,0,1,-12
-15.87781,661159.1,0,0,-16
2.737129,357929.5,1,0,2
1.911926,-171649,1,1,1
-13.43891,-195771.5,1,1,-14
-1.378098,366801.2,1,1,-2
5.297302,-235205.1,0,1,5
.5646973,-222344.2,1,1,0
-8.949295,-211703.4,0,1,-9
-33.82501,69219.4,0,1,-34
-31.79327,324113.5,0,0,-32
-2.589226,-562646.3,0,1,-3
37.78872,17618.98,1,1,37
-.6838531,-39127.9,1,0,-1
-13.10519,57012.53,0,1,-14
-39.62933,485958.6,0,1,-40
-.6446152,-33516.36,1,1,-1
-4.027832,-280327,0,0,-5
-11.27477,-83551.44,0,0,-12
-8.355778,-49554.72,0,0,-9
-4.003487,310015.8,0,0,-5
-20.81065,537907.5,1,0,-21
-6.18383,138640.9,0,1,-7
-13.11042,9100.733,0,1,-14
8.260872,-32356.89,0,1,8
12.59042,1123742,1,0,12
1.207787,225902.3,0,1,1
-3.80793,379516.6,0,1,-4
1.487564,-278515.6,1,1,1
5.10482,615672.1,0,0,5
17.03394,531349.4,1,1,17
-7.973389,-291228.6,0,1,-8
-34.85473,-14568.12,0,1,-35
-1.942787,104075,1,1,-2
6.492882,429939.1,1,1,6
-11.96506,329092.9,1,1,-12
-10.06439,241878.9,0,0,-11
-25.11197,389585.6,0,0,-26
-11.99318,15659.61,1,1,-12
5.890381,252742.8,1,0,5
-34.55171,-117898.3,0,1,-35
6.8452,310187.1,0,1,6
2.606064,383750.1,1,0,2
-20.71658,-106101.7,0,0,-21
13.22801,390965.3,1,1,13
-31.67186,207225.1,0,0,-32
-18.84381,-137774.4,0,0,-19
9.47467,190781.7,1,0,9
13.31519,328474.8,1,0,13
-4.156296,438759.9,0,1,-5
-3.463524,279928,0,1,-4
.8746109,145990.3,1,1,0
41.72412,-159062.8,1,1,41
-1.230865,-206552.7,1,0,-2
-9.676907,268326.8,0,0,-10
6.28537,153.946,1,1,6
-24.65363,-115176.1,1,0,-25
2.497086,561051.6,1,1,2
3.195953,-353314,0,0,3
-27.7482,-298955.4,0,0,-28
-.4280701,-288126.5,1,1,-1
-5.626938,-214890.9,0,1,-6
7.139656,284383.2,1,0,7
-20.84633,-479431.3,0,1,-21
5.38356,268107.1,1,1,5
-.6783752,-96643.11,1,0,-1
11.28388,280285.3,1,0,11
21.03801,176630.4,1,1,21
-8.795536,375490.6,1,1,-9
-25.6407,232509.9,0,1,-26
-8.944931,217478,0,0,-9
-6.050583,179167.3,0,0,-7
-4.951073,-119003.5,0,1,-5
-14.84317,-30593.08,0,1,-15
12.62383,-86960.05,0,1,12
8.743538,217644.6,1,1,8
-22.50181,-258333.4,1,1,-23
-20.59212,-77731.77,0,0,-21
.7281265,-160991,0,0,0
-33.7007,-309984.2,0,0,-34
-17.47789,33931.57,0,1,-18
-9.869724,220178.2,1,1,-10
-32.08063,-300216.2,0,1,-33
-16.91306,376046.2,1,1,-17
-19.43118,-134765.3,1,1,-20
-4.013199,243680.4,1,1,-5
5.811279,484466.1,1,1,5
-8.205845,143663.3,1,1,-9
-7.221634,142347,0,0,-8
-.7492828,177480.9,1,0,-1
-16.53429,162653.2,1,1,-17
-21.24284,-57155.93,1,1,-22
4.831963,-28326.86,0,1,4
-12.59015,205376.9,0,1,-13
-27.16258,283678.7,1,1,-28
-8.810219,427043.8,0,0,-9
-27.46881,113062.5,0,1,-28
-5.773949,-387158.5,0,1,-6
-1.671822,-299596.9,0,1,-2
6.843452,498286.8,0,1,6
9.830399,17365.1,1,1,9
-25.22958,80650.35,1,1,-26
-14.72134,170924.4,0,0,-15
-5.919731,-138824,1,0,-6
-33.71791,-43033.44,0,0,-34
1.40625,564882.6,1,0,1
.858078,547587.4,1,0,0
2.744308,95509.52,1,1,2
-20.7388,710939.4,0,1,-21
-11.59447,-10832.49,0,1,-12
-10.59164,46830.78,0,1,-11
14.7081,176295.3,0,1,14
-13.56456,381675,1,1,-14
-14.64216,348094.8,1,1,-15
.1887436,622388.9,1,1,0
-3.902397,-260584.6,1,1,-4
-8.381474,68700.45,0,0,-9
6.033653,535421.8,1,0,6
-26.27533,-240148.3,0,0,-27
6.984924,170591.5,1,1,6
-31.85225,-143254.9,0,1,-32
-34.90589,147497.8,1,1,-35
-2.733719,556638.6,0,0,-3
-20.86367,-148127.7,0,1,-21
6.43663,131986.3,1,1,6
-26.90454,-12973.09,0,1,-27
-10.67348,420734.5,0,0,-11
4.635239,47426.25,1,1,4
-10.74528,-154820.1,0,1,-11
-14.32712,7154.425,0,1,-15
-21.50013,-49237.74,0,0,-22
-31.72107,60399.84,0,0,-32
-3.757195,156839.3,1,1,-4
2.95916,379812.5,1,1,2
-5.252617,335366.5,0,1,-6
-26.86422,-183441.2,1,0,-27
-4.877106,1027131,1,1,-5
-7.329681,-62052.43,0,1,-8
-11.09147,288866.7,0,0,-12
19.45299,544845.7,1,1,19
-14.82889,-158181.9,1,1,-15
25.82816,1134199,1,1,25
21.27744,716268,1,1,21
-11.93282,202935.9,0,0,-12
2.525261,-224130.4,1,0,2
23.13081,22489.13,1,1,23
-22.15252,62131.54,0,0,-23
15.40092,197748.5,1,1,15
-19.23056,90989.88,1,0,-20
-11.53204,246483.6,1,0,-12
14.76089,-199607.2,1,1,14
-12.66015,-55607.63,1,0,-13
-3.436218,443754.5,0,0,-4
-27.53172,-116829.1,1,1,-28
-14.93279,161055.2,0,1,-15
-12.77528,249102.7,1,1,-13
-21.29253,-166328,1,1,-22
-13.55357,-606246.9,0,0,-14
1.41861,175840.5,1,1,1
7.047867,-467115.7,1,1,7
6.27903,589680.4,1,1,6
-4.658562,610156.6,1,1,-5
8.391403,355145.5,1,0,8
8.54818,170693.7,1,1,8
-6.387291,265210.9,0,0,-7
-38.95857,318116.2,0,1,-39
-14.01742,214119,0,0,-15
-10.19289,218586.4,0,0,-11
29.40508,241693.9,1,1,29
6.094437,305212.7,1,0,6
14.72774,-187305.1,1,0,14
-12.92971,198450,0,0,-13
4.152061,244489.2,1,1,4
7.511604,340352.8,1,0,7
.7956619,296156.1,1,1,0
-39.97215,-63194.22,1,0,-40
-23.34492,-308883.2,0,1,-24
-13.35643,186289.6,0,1,-14
-26.90425,32493.22,0,1,-27
-9.249908,-59686.64,1,1,-10
-17.66572,326893.3,0,1,-18
-4.00074,346469,0,1,-5
-23.1735,225165.7,0,1,-24
-8.006344,297778.2,1,1,-9
-22.60813,161759.3,0,0,-23
-29.97352,247706.1,0,1,-30
-21.19623,286141.6,0,0,-22
-6.374176,649120.4,0,0,-7
-3.501381,-154794.5,1,1,-4
-14.45614,458627.2,1,1,-15
-27.57172,142576.7,1,1,-28
-10.2109,-213161.3,0,1,-11
9.33271,198913,1,0,9
-13.60915,-56885.24,1,1,-14
-3.924721,6391.616,0,1,-4
-5.544746,-27830.21,0,0,-6
9.676651,-16777.33,1,0,9
-8.612835,859897.9,1,1,-9
-20.77102,-476955.6,0,1,-21
-1.914627,302382.4,1,1,-2
-.1597214,-50150.73,0,0,-1
-20.95016,428207.9,0,0,-21
-24.85048,166915.9,1,1,-25
-2.740128,194904.1,1,0,-3
-11.32226,137211.7,0,0,-12
-22.26678,689505.4,1,0,-23
15.00059,58753.61,1,1,15
-2.316925,-22879.99,1,0,-3
7.122917,595188.6,1,1,7
9.550903,478291.2,1,1,9
-15.58319,-134690.4,0,1,-16
-19.98733,509426.1,0,1,-20
4.700668,-32001.82,1,1,4
8.491333,108671.3,1,1,8
-43.71787,157930.4,1,1,-44
-16.70832,-306216.5,0,0,-17
-3.364952,59010.27,0,1,-4
-.2067337,-292704.6,1,0,-1
-41.41546,-138560.9,0,0,-42
-35.61497,-97224.03,0,0,-36
-9.289501,187875.6,0,1,-10
-2.93206,-221210.3,0,0,-3
4.367767,-272223.8,1,1,4
-8.386768,-286817.3,0,0,-9
-7.83149,885280.8,1,1,-8
-7.013962,331546.5,1,1,-8
-16.02951,201800.6,0,1,-17
-5.143929,328964.1,1,0,-6
-32.94166,16402.1,1,1,-33
-6.751793,254339,0,0,-7
-15.05584,135702.3,0,0,-16
-9.212566,-325506.6,0,1,-10
29.70892,361230.5,1,1,29
-12.15879,509741.8,0,1,-13
-18.15373,139128.4,0,1,-19
-22.20157,-273888.4,0,0,-23
-6.164375,-175566.6,0,1,-7
-10.79848,103529.9,1,1,-11
-8.687119,654429.1,1,0,-9
-5.219826,135141.1,0,0,-6
-16.89619,344732.4,0,1,-17
-18.78113,-63286.43,1,1,-19
-.2506638,146303.4,1,0,-1
-13.62754,-65945.69,0,0,-14
10.54311,759912.6,1,1,10
2.231712,919876.1,1,0,2
21.79123,-53775.95,1,1,21
-17.05509,-24545.28,1,0,-18
-24.65936,757794.6,1,1,-25
11.48138,-133801.8,1,1,11
5.667892,72115.08,0,0,5
-10.27693,196891.7,0,0,-11
-26.13611,-17663.88,1,1,-27
-10.55025,-341422.4,0,0,-11
19.29921,-679880.8,1,1,19
.9096146,-177432.5,1,1,0
-9.182957,629482,0,1,-10
-11.12656,175481,1,0,-12
.2999268,74377.88,0,0,0
-.6347198,17577.54,1,0,-1
3.976372,396932.9,0,0,3
-2.830345,248005.1,0,0,-3
14.12379,358416.1,1,1,14
-19.08405,309701.9,0,0,-20
-2.64801,602399.9,0,0,-3
5.116211,50454.74,1,0,5
19.61941,-235464.9,1,0,19
20.36824,616365.3,1,0,20
5.950554,132998.5,1,0,5
-14.39471,51560.81,0,1,-15
-10.24238,-321377.7,0,0,-11
-9.593227,41728.55,1,1,-10
3.484703,160464.4,1,0,3
-45.55876,303824.6,0,1,-46
-18.40761,221890.3,0,0,-19
-10.59882,442322.6,1,1,-11
-5.061775,34484.42,0,1,-6
-8.622761,180047.3,1,1,-9
-4.113945,446019.2,1,1,-5
-21.60176,34600.23,0,0,-22
.2462616,110611.5,0,0,0
-30.47454,-140283.1,0,1,-31
-12.04998,-20121.65,1,1,-13
12.02579,176100.6,1,1,12
-3.166862,102019.3,0,1,-4
5.590538,456472.5,0,0,5
-6.348404,822385.9,0,1,-7
-7.439995,161554.2,0,0,-8
-7.070038,211770.1,0,0,-8
-7.536171,-162985.9,0,0,-8
-26.50108,492177.2,0,0,-27
-17.85421,86695.68,1,0,-18
-13.86816,312950.4,1,1,-14
-18.00656,254493.6,0,1,-19
17.1502,508973.5,0,0,17
4.19429,50378.82,1,1,4
-6.718704,200412.2,0,0,-7
-.5637436,1319.132,1,1,-1
2.497734,93554.08,1,1,2
-13.43003,-123506.5,0,1,-14
-12.60815,470597.8,1,1,-13
.4384384,469075.3,1,1,0
6.908348,324465.7,1,1,6
13.22645,-117167.6,1,0,13
-8.537872,-473188.8,1,0,-9
-21.75402,311275.4,0,0,-22
-29.77494,323988.3,0,1,-30
5.2649,219081.8,1,0,5
-5.42189,-352325.3,1,1,-6
6.898598,101878.8,1,0,6
-1.863914,256163.8,0,1,-2
-2.751678,189043.3,0,1,-3
-18.79678,302812.1,0,0,-19
11.32915,-696937.3,1,0,11
-2.145653,99160.72,1,0,-3
16.88948,930577.7,1,1,16
-5.368332,458346.2,0,1,-6
-4.08567,-208720.2,1,1,-5
-20.85658,-17636.01,0,0,-21
17.7911,-82540.7,1,1,17
14.38819,393680,1,0,14
10.23328,97014.27,1,1,10
-.8309479,226906.8,0,1,-1
13.17754,893196.4,1,1,13
-21.27047,279789,0,0,-22
-23.22202,616317.1,0,0,-24
-2.122589,32683.86,0,1,-3
-1.01136,-187655.2,1,1,-2
-18.30589,-100317.6,0,1,-19
9.436058,29285.06,1,1,9
-15.72671,-977510.8,0,1,-16
-22.42917,263085.9,1,1,-23
-5.478561,448595.9,1,1,-6
-10.84309,-276012.7,0,0,-11
3.404327,223210,1,1,3
-18.2846,287694.6,0,0,-19
-2.922737,576914.1,0,1,-3
-.8914337,364457,1,0,-1
5.521011,585547.1,0,1,5
25.88656,90497.81,1,1,25
11.19695,280626.5,0,1,11
-3.926666,79861.45,1,1,-4
-.058548,255463.4,0,0,-1
10.09782,136418.3,1,0,10
-10.27656,277622.5,0,1,-11
-9.992329,1224.664,0,1,-10
2.899246,23526.45,1,1,2
-26.77277,-221803.1,0,1,-27
-17.23279,399330.9,1,1,-18
-14.4452,310724.8,1,0,-15
-22.38985,114395.1,0,1,-23
-27.50307,439658.7,1,1,-28
-20.79084,293532.8,0,1,-21
-7.223122,553617.5,0,0,-8
-16.16214,297321.4,1,0,-17
-.1502686,584038.1,1,1,-1
9.511581,319866.5,0,1,9
-28.69246,224643.8,1,1,-29
-9.870571,405667.3,0,0,-10
-10.14499,-142607.2,1,1,-11
.4739075,456758.9,1,1,0
2.144264,390409.8,1,1,2
8.636497,212984.5,1,1,8
-15.07106,-50001.16,0,1,-16
-8.662106,692855.9,1,1,-9
-23.05394,-267165.9,0,0,-24
-14.52888,109632.7,0,1,-15
-9.090137,-374235.2,0,0,-10
-19.34067,199139.4,0,1,-20
-18.63738,124128,0,0,-19
14.29149,205519.2,1,0,14
-12.11917,248605.2,0,0,-13
8.788879,329394,1,1,8
8.707817,364437.7,1,0,8
-3.29203,244525.9,0,1,-4
22.77745,-231695.2,1,1,22
-3.02388,519278.6,1,1,-4
-1.374168,-53025.11,1,1,-2
-10.32178,206201.8,0,0,-11
-22.59653,554074.5,1,1,-23
-22.80725,177874.5,1,0,-23
-22.27975,17345.75,0,1,-23
-24.58374,127409.7,1,1,-25
-14.05985,15978.83,0,0,-15
16.49412,97595.59,1,1,16
-18.51761,28762.38,0,0,-19
17.46922,479235.9,1,0,17
5.263161,-171886,1,1,5
-2.954346,173895.7,1,0,-3
-27.38601,396141,0,1,-28
-27.48993,173655.8,0,1,-28
-18.08331,-73211.55,1,0,-19
-6.151596,25760.73,0,0,-7
-12.33453,436839.9,0,0,-13
-20.93476,260535.1,0,1,-21
25.20862,84527.09,1,1,25
-20.81679,-44916.23,0,1,-21
-10.55521,312561.3,1,1,-11
-2.369827,308309.1,0,0,-3
-11.4446,34131.69,0,1,-12
2.326996,533612.6,0,1,2
-2.258339,-33530.06,1,0,-3
-32.25682,457795.4,0,1,-33
13.57574,26726.62,1,1,13
-2.842239,-170466,0,1,-3
-7.464401,-51827.94,0,0,-8
18.82632,111531.5,1,0,18
18.08006,521488.3,1,1,18
-9.392925,198270.5,1,0,-10
6.357887,150327.7,0,1,6
-14.16076,-32837.72,1,1,-15
24.59964,754066.1,1,0,24
1.358864,118621.1,1,0,1
22.28282,242595.9,1,1,22
-30.92379,-184077,0,0,-31
-3.382774,123006.6,0,1,-4
9.45713,530955.4,0,1,9
10.15005,-468337.6,1,1,10
10.79058,-410847.9,1,1,10
-20.50139,210575.7,0,0,-21
18.89641,354137.4,1,1,18
-23.77304,542200.8,0,0,-24
-9.147327,182182.8,0,0,-10
-1.168365,219023.3,1,1,-2
-12.88142,659791.3,0,1,-13
4.093086,742070.3,1,1,4
-2.08326,-73064.56,1,1,-3
10.5742,326452.5,1,0,10
12.2333,717061,1,1,12
-15.95808,143813.9,0,0,-16
-6.756874,-134312,1,1,-7
-8.881134,671959.2,0,1,-9
7.445717,569971.8,1,1,7
-9.173389,288726.2,0,0,-10
-46.55067,284777.7,0,0,-47
-12.53365,-109035.7,1,1,-13
-14.05684,164148.8,0,0,-15
-22.51046,251792.9,0,1,-23
16.20562,868376.5,1,1,16
-.5659866,-71542.98,0,1,-1
-10.30906,649396.5,1,1,-11
13.09391,293112.5,1,0,13
-5.19754,-288889.9,0,1,-6
-15.13698,644243.8,1,0,-16
-19.01587,260104.2,1,1,-20
19.11539,380480.9,1,0,19
-10.18943,101034,0,0,-11
-1.126816,149319.6,1,1,-2
-1.424065,548378.9,1,0,-2
-47.49986,-90072.48,0,1,-48
-2.254921,-60768.78,1,0,-3
-27.32929,-602471.4,0,0,-28
9.063576,11211.59,1,1,9
-.0874786,-171054.8,1,0,-1
-33.55547,106402.3,0,1,-34
-2.33252,225484.9,1,1,-3
-6.584259,73656.96,0,1,-7
-16.2607,7726.837,0,1,-17
-9.267826,-82988.53,1,1,-10
-34.46349,104680.9,1,1,-35
-9.978481,430941.7,1,1,-10
33.37534,160790.8,1,0,33
-27.58181,551681.9,0,0,-28
-29.82998,291139.9,0,1,-30
-7.994598,581607.6,0,0,-8
-35.2668,-43848.66,0,1,-36
-14.37177,106044.7,0,1,-15
-20.4073,148036.5,1,0,-21
6.37719,35788.61,1,1,6
7.085075,838555.1,1,1,7
-3.691643,142333.3,0,1,-4
-29.2737,168806.1,1,1,-30
-34.77452,-47622,0,1,-35
-9.565166,-46566.96,0,1,-10
-8.528271,369086,1,1,-9
-30.73373,-140558.5,0,0,-31
-4.947792,-105142.4,1,1,-5
-2.89119,109850.1,0,0,-3
.581604,249257.2,1,1,0
-8.598202,155280.4,0,0,-9
-7.568024,105885.7,0,0,-8
31.6209,-62572.52,1,1,31
5.510735,25155.33,1,1,5
8.885078,268414.6,1,1,8
-26.58862,57135.2,0,0,-27
-16.47145,-23778.7,1,1,-17
10.53667,216692.6,1,0,10
9.289841,94567.55,1,1,9
10.03631,426499.8,1,1,10
-26.31612,39212.83,1,1,-27
-16.71836,354999.8,0,1,-17
-11.56574,449355.4,1,1,-12
3.129051,184260.3,1,0,3
12.03621,314529.5,1,1,12
-10.80785,-49167.96,0,1,-11
2.094597,216462.6,0,1,2
-9.701584,531481.4,1,0,-10
3.063965,-166275.1,1,0,3
-15.87948,-314625.3,0,0,-16
-26.34521,68369.84,0,1,-27
-22.94344,159403.3,0,1,-23
-7.574448,336410.6,1,0,-8
-14.46318,-4800.161,0,0,-15
-15.61212,167344,0,0,-16
-57.47624,-225733,0,1,-58
-18.26918,-38388.1,1,1,-19
5.657669,592038.2,1,1,5
-4.965904,-327169.8,1,1,-5
-8.498791,694183.6,0,0,-9
1.104523,340930.4,1,0,1
-49.41872,-87691.46,0,1,-50
-11.15142,-95869.92,0,1,-12
-13.52069,-5925.344,1,1,-14
-33.16344,-43723.77,0,1,-34
-28.90308,-109309.1,0,1,-29
2.407829,157878,1,1,2
-6.229248,192152.1,0,1,-7
4.242439,403346.3,1,1,4
1.982811,337636.9,0,1,1
-16.53341,-592376.9,0,0,-17
-5.006874,745149.9,0,1,-6
-11.28346,-143031,0,1,-12
-13.73094,257769.2,0,1,-14
-.1678314,279420.7,0,1,-1
-21.56337,255999.1,1,1,-22
-7.316032,498132.8,0,1,-8
-22.54234,354842.7,0,1,-23
-27.13385,-448666.8,0,1,-28
7.026054,260766.7,0,1,7
14.62245,36963.07,1,1,14
-3.823883,275407.9,0,1,-4
-12.20871,621334.6,0,1,-13
3.962349,655820.3,1,1,3
-13.68546,299610.5,0,1,-14
-20.36525,60803.61,0,1,-21
-13.10587,296711.6,0,0,-14
-10.46113,751060.1,1,1,-11
-9.544029,68638.53,1,1,-10
-.1657257,36830.66,1,0,-1
-12.76161,-88232.41,1,1,-13
-2.761551,-166039.8,0,1,-3
-8.350666,330332.7,0,0,-9
-32.45659,207670.3,1,0,-33
-6.446198,-109859.6,0,0,-7
-20.38316,-323272,0,1,-21
-14.55833,-170901.6,1,1,-15
-2.906395,151101.2,0,0,-3
1.71682,290960.6,1,1,1
-6.405952,-23963.23,0,0,-7
-11.56756,-224968.9,1,0,-12
-25.88857,136544.3,0,0,-26
-7.998917,325047.9,1,1,-8
-22.09935,223735.1,0,1,-23
-15.39017,454435.3,1,1,-16
11.57703,409350,1,1,11
-15.56454,74806.88,0,1,-16
-28.99377,-348860.8,0,1,-29
3.67894,689602.6,1,1,3
-28.93068,-36515.34,0,1,-29
-12.00686,-41106.07,0,0,-13
9.888992,743233.8,1,0,9
-4.792931,215870.6,0,1,-5
-4.220367,196942.7,0,0,-5
-26.49683,337630.8,0,0,-27
-4.308403,-146890.6,0,0,-5
20.65038,810724.8,1,1,20
-11.5699,583131.9,0,1,-12
7.662842,461095.7,1,1,7
-8.310921,164465.5,0,1,-9
-9.212811,245444.6,1,1,-10
1.89814,-127988.1,1,0,1
-9.315395,293089.1,0,0,-10
4.176598,324452.7,0,1,4
4.396461,783901.8,1,1,4
-11.95467,255821.3,1,1,-12
-36.59005,-49153.61,0,1,-37
-14.7287,-254008.4,1,0,-15
-2.853096,58530.05,0,0,-3
-4.680504,324098.3,0,0,-5
10.83688,491950.3,1,1,10
-2.366425,677362.4,0,1,-3
-10.65629,577154.6,0,0,-11
8.598434,341852,0,0,8
2.59211,669688.3,1,1,2
2.162498,-86327.59,1,1,2
18.43637,328922.8,1,1,18
-24.51331,-321400.3,0,1,-25
18.2572,324714,1,1,18
21.84707,-101073.2,1,1,21
-1.178314,90357.82,0,1,-2
-13.88568,-519626,0,0,-14
-11.12112,250575.8,0,1,-12
-15.42428,461781.9,0,1,-16
-8.382763,-29036.14,1,0,-9
6.718498,144873.7,1,1,6
8.930077,482672.1,1,1,8
-14.516,191341.2,0,0,-15
-6.538811,-147923.9,0,1,-7
6.095154,349115.6,1,1,6
1.706558,-191250.8,1,1,1
-2.506828,153637.3,1,1,-3
-17.58839,215007.2,1,1,-18
-8.506527,294522.4,0,1,-9
